23,2025-02-22T16:51:00.6464000+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009800,2025-02-22T16:51:01.0972416+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
23,2025-02-22T16:51:00.6464000+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009800,2025-02-22T16:51:01.0972928+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
23,2025-02-22T16:51:00.6464000+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009800,2025-02-22T16:51:01.0973056+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
23,2025-02-22T16:51:00.6464000+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009800,2025-02-22T16:51:01.0973056+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
23,2025-02-22T16:51:00.6464000+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009800,2025-02-22T16:51:01.0973056+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
23,2025-02-22T16:51:00.6464000+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009862,2025-02-22T16:51:01.0973184+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
24,2025-02-22T16:51:01.1484416+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009862,2025-02-22T16:51:01.1484672+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
24,2025-02-22T16:51:01.1484416+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009862,2025-02-22T16:51:01.1851264+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
24,2025-02-22T16:51:01.1484416+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009862,2025-02-22T16:51:01.1851776+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
24,2025-02-22T16:51:01.1484416+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009862,2025-02-22T16:51:01.1851776+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
24,2025-02-22T16:51:01.1484416+00:00,0.773554027,-5.55578995,0,0,3.07506061,202502221651009862,2025-02-22T16:51:01.1851904+00:00,0,Diagonal,0,Vertical,0,Circle,0,0
