FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,R0,G1
0,316.680544,7,67944788.0448,0.0191218911807147,0.00392156862745098
1,316.743008,2,67944850.4704,0.0210826754944402,0.00392156862745098
2,316.805504,4,67944913.0112,0.0209977930566166,0.00392307692307692
3,316.868,1,67944975.5136,0.0210911637382226,0.00392307692307692
4,316.930528,2,67945038.0288,0.021031746031746,0.00392307692307692
5,316.993024,4,67945100.5312,0.0209723283252695,0.00392307692307692
6,317.05552,1,67945163.0336,0.0210147695441813,0.00392156862745098
7,317.118016,2,67945225.6512,0.0210572107630931,0.00392307692307692
8,317.180512,4,67945288.064,0.0210147695441813,0.00392156862745098
9,317.243008,1,67945350.5408,0.0209341312282489,0.00392307692307692
10,317.305504,2,67945413.0432,0.0210253798489093,0.00392458521870287
11,317.368,4,67945475.712,0.0210508445802563,0.00392156862745098
12,317.430528,1,67945538.0736,0.0210168916051269,0.00392307692307692
13,317.493024,2,67945600.5888,0.0210084033613445,0.00392307692307692
14,317.55552,4,67945663.0656,0.0209680842033783,0.00392307692307692
15,317.618016,1,67945725.568,0.0210190136660725,0.00392156862745098
16,317.680512,2,67945788.096,0.0210847975553858,0.00392307692307692
17,317.743008,4,67945850.5856,0.0210763093116034,0.00392156862745098
18,317.805504,1,67945913.088,0.0209680842033783,0.00392307692307692
19,317.868,2,67945975.616,0.0210296239708004,0.00392156862745098
20,317.930528,4,67946038.1184,0.0210359901536372,0.00392307692307692
21,317.992992,1,67946100.6208,0.0210359901536372,0.00392458521870287
22,318.05552,2,67946163.136,0.0210232577879637,0.00392307692307692
23,318.118016,4,67946225.6384,0.0210253798489093,0.00392307692307692
24,318.180512,1,67946288.1408,0.0210253798489093,0.00392307692307692
25,318.243008,2,67946350.6048,0.0210847975553858,0.00392156862745098
26,318.305504,4,67946413.1456,0.0210466004583652,0.00392307692307692
27,318.368,1,67946475.6736,0.0211187505305152,0.00392307692307692
28,318.430528,2,67946538.1632,0.021078431372549,0.00392156862745098
29,318.492992,4,67946600.7296,0.0210359901536372,0.00392156862745098
30,318.55552,1,67946663.2448,0.0210996519820049,0.00392307692307692
31,318.618016,2,67946725.6832,0.0210763093116034,0.00392307692307692
32,318.680512,4,67946788.2112,0.0209829386299975,0.00392156862745098
33,318.743008,1,67946850.688,0.0210020371785078,0.00392458521870287
34,318.805504,2,67946913.2416,0.0209935489347254,0.00392307692307692
35,318.868,4,67946975.7568,0.0211420932009167,0.00392307692307692
36,318.930528,1,67947038.2336,0.0210741872506578,0.00392307692307692
37,318.992992,2,67947100.7232,0.0210381122145828,0.00392307692307692
38,319.05552,4,67947163.2256,0.0209935489347254,0.00392307692307692
39,319.118016,1,67947225.7536,0.0210954078601137,0.00392307692307692
40,319.180512,2,67947288.2816,0.0211293608352432,0.00392307692307692
41,319.243008,4,67947350.7712,0.0210190136660725,0.00392458521870287
42,319.305504,1,67947413.7088,0.0210402342755284,0.00392156862745098
43,319.368,2,67947475.7632,0.0209511077158136,0.00392307692307692
44,319.430496,4,67947538.5856,0.0210508445802563,0.00392760180995475
45,319.492992,1,67947600.768,0.0209744503862151,0.00392307692307692
46,319.55552,2,67947663.3344,0.021042356336474,0.00392307692307692
47,319.618016,4,67947725.8112,0.0210338680926916,0.00392307692307692
48,319.680512,1,67947788.288,0.0211548255665903,0.00392307692307692
49,319.743008,2,67947850.7776,0.0210572107630931,0.00392156862745098
50,319.805504,4,67947913.3184,0.0211399711399711,0.00392307692307692
51,319.868,1,67947975.8208,0.0210529666412019,0.00392307692307692
52,319.930496,2,67948038.336,0.0210105254222901,0.00392307692307692
53,319.993024,4,67948100.8256,0.0211633138103726,0.00392156862745098
54,320.05552,1,67948163.3536,0.0210466004583652,0.00392458521870287
55,320.118016,2,67948225.8688,0.0209320091673033,0.00392156862745098
56,320.180512,4,67948288.3584,0.0210126474832357,0.00392307692307692
57,320.243008,1,67948350.848,0.0210041592394534,0.00392307692307692
58,320.305504,2,67948413.376,0.0210572107630931,0.00392156862745098
59,320.368,4,67948475.8656,0.0210529666412019,0.00392156862745098
60,320.430496,1,67948538.4064,0.0211420932009167,0.00392156862745098
61,320.493024,2,67948600.8448,0.0209553518377048,0.00392307692307692
62,320.55552,4,67948663.4624,0.0210954078601137,0.00392156862745098
63,320.618016,1,67948725.8752,0.0210381122145828,0.00392307692307692
64,320.680512,2,67948788.416,0.0210487225193108,0.00392307692307692
65,320.743008,4,67948850.9056,0.0210572107630931,0.00392458521870287
66,320.805504,1,67948913.408,0.0210572107630931,0.00392307692307692
67,320.868,2,67948976.0128,0.0210190136660725,0.00392307692307692
68,320.930528,4,67949038.4,0.0210678210678211,0.00392307692307692
69,320.993024,1,67949100.9408,0.0210253798489093,0.00392458521870287
70,321.05552,2,67949163.456,0.0209659621424327,0.00392307692307692
71,321.118016,4,67949225.9072,0.0210444783974196,0.00392307692307692
72,321.180512,1,67949288.448,0.0210020371785078,0.00392307692307692
73,321.243008,2,67949350.9504,0.0209192768016297,0.00392156862745098
74,321.305504,4,67949413.44,0.020772854596384,0.00392156862745098
75,321.368,1,67949475.9552,0.0208619811560988,0.00392307692307692
76,321.430528,2,67949540.544,0.0209171547406842,0.00392307692307692
77,321.493024,4,67949600.9856,0.0208747135217723,0.00392307692307692
78,321.55552,1,67949663.5008,0.020783464901112,0.00392307692307692
79,321.618016,2,67949725.9904,0.0208365164247517,0.00392156862745098
80,321.680512,4,67949788.48,0.0209404974110857,0.00392307692307692
81,321.743008,1,67949851.008,0.0209786945081063,0.00392156862745098
82,321.805504,2,67949913.5232,0.0208789576436635,0.00392156862745098
83,321.868,4,67949976.0128,0.0209808165690519,0.00392307692307692
84,321.930528,1,67950038.528,0.0210105254222901,0.00392307692307692
85,321.993024,2,67950101.0176,0.0210444783974196,0.00392307692307692
86,322.05552,4,67950163.5072,0.0209914268737798,0.00392307692307692
87,322.118016,1,67950226.0224,0.0209829386299975,0.00392458521870287
88,322.180512,2,67950288.5504,0.0210635769459299,0.00392307692307692
89,322.243008,4,67950351.0528,0.0209744503862151,0.00392307692307692
90,322.305504,1,67950413.568,0.0209617180205416,0.00392307692307692
91,322.368,2,67950476.0832,0.0209744503862151,0.00392156862745098
92,322.430528,4,67950538.5856,0.0210402342755284,0.00392156862745098
93,322.493024,1,67950601.088,0.0209871827518886,0.00392156862745098
94,322.55552,2,67950663.7696,0.0210296239708004,0.00392156862745098
95,322.618016,4,67950726.1184,0.0210572107630931,0.00392156862745098
96,322.680512,1,67950788.5696,0.0209914268737798,0.00392307692307692
