Cameraframes.Value,Cameraframes.Timestamp,Quinine_video,Airpuff_video,Sucrose_video,Quinine_stim
440,2025-08-14T22:10:04.6441216+01:00,0,0,0,0
441,2025-08-14T22:10:04.6592256+01:00,0,0,0,0
442,2025-08-14T22:10:04.6746624+01:00,0,0,0,0
443,2025-08-14T22:10:04.6891904+01:00,0,0,0,0
444,2025-08-14T22:10:04.7042560+01:00,0,0,0,0
445,2025-08-14T22:10:04.7193216+01:00,0,0,0,0
446,2025-08-14T22:10:04.7347584+01:00,0,0,0,0
447,2025-08-14T22:10:04.7493632+01:00,0,0,0,0
448,2025-08-14T22:10:04.7644416+01:00,0,0,0,0
449,2025-08-14T22:10:04.7800064+01:00,0,0,0,0
450,2025-08-14T22:10:04.7945984+01:00,0,0,0,0
451,2025-08-14T22:10:04.8104960+01:00,0,0,0,0
452,2025-08-14T22:10:04.8245376+01:00,0,0,0,0
453,2025-08-14T22:10:04.8396800+01:00,0,0,0,0
454,2025-08-14T22:10:04.8546432+01:00,0,0,0,0
455,2025-08-14T22:10:04.8702208+01:00,0,0,0,0
456,2025-08-14T22:10:04.8846848+01:00,0,0,0,0
457,2025-08-14T22:10:04.8997632+01:00,0,0,0,0
458,2025-08-14T22:10:04.9148544+01:00,0,0,0,0
459,2025-08-14T22:10:04.9302912+01:00,0,0,0,0
460,2025-08-14T22:10:04.9449344+01:00,0,0,0,0
461,2025-08-14T22:10:04.9599744+01:00,0,0,0,0
462,2025-08-14T22:10:04.9754112+01:00,0,0,0,0
463,2025-08-14T22:10:04.9900160+01:00,0,0,0,0
464,2025-08-14T22:10:05.0054912+01:00,0,0,0,0
465,2025-08-14T22:10:05.0200832+01:00,0,0,0,0
466,2025-08-14T22:10:05.0351488+01:00,0,0,0,0
467,2025-08-14T22:10:05.0501760+01:00,0,0,0,0
468,2025-08-14T22:10:05.0652800+01:00,0,0,0,0
469,2025-08-14T22:10:05.0808320+01:00,0,0,0,0
470,2025-08-14T22:10:05.0953984+01:00,0,0,0,0
471,2025-08-14T22:10:05.1103616+01:00,0,0,0,0
472,2025-08-14T22:10:05.1254016+01:00,0,0,0,0
473,2025-08-14T22:10:05.1410048+01:00,0,0,0,0
474,2025-08-14T22:10:05.1554816+01:00,0,0,0,0
475,2025-08-14T22:10:05.1709056+01:00,0,0,0,0
476,2025-08-14T22:10:05.1860096+01:00,0,0,0,0
477,2025-08-14T22:10:05.2006912+01:00,0,0,0,0
478,2025-08-14T22:10:05.2165120+01:00,0,0,0,0
479,2025-08-14T22:10:05.2306560+01:00,0,0,0,0
480,2025-08-14T22:10:05.2456960+01:00,0,0,0,0
481,2025-08-14T22:10:05.2607616+01:00,0,0,0,0
482,2025-08-14T22:10:05.2762752+01:00,0,0,0,0
483,2025-08-14T22:10:05.2908416+01:00,0,0,0,0
484,2025-08-14T22:10:05.3058688+01:00,0,0,0,0
485,2025-08-14T22:10:05.3209088+01:00,0,0,0,0
486,2025-08-14T22:10:05.3364352+01:00,0,0,0,0
487,2025-08-14T22:10:05.3510528+01:00,0,0,0,0
488,2025-08-14T22:10:05.3660288+01:00,0,0,0,0
489,2025-08-14T22:10:05.3815808+01:00,0,0,0,0
490,2025-08-14T22:10:05.3961216+01:00,0,0,0,0
491,2025-08-14T22:10:05.4115712+01:00,0,0,0,0
492,2025-08-14T22:10:05.4262016+01:00,0,0,0,0
493,2025-08-14T22:10:05.4412928+01:00,0,0,0,0
494,2025-08-14T22:10:05.4563072+01:00,0,0,0,0
495,2025-08-14T22:10:05.4714624+01:00,0,0,0,0
496,2025-08-14T22:10:05.4869120+01:00,0,0,0,0
497,2025-08-14T22:10:05.5014144+01:00,0,0,0,0
498,2025-08-14T22:10:05.5165056+01:00,0,0,0,0
499,2025-08-14T22:10:05.5316224+01:00,0,0,0,0
500,2025-08-14T22:10:05.5471232+01:00,0,0,0,0
501,2025-08-14T22:10:05.5615872+01:00,0,0,0,0
502,2025-08-14T22:10:05.5766656+01:00,0,0,0,0
503,2025-08-14T22:10:05.5921536+01:00,0,0,0,0
504,2025-08-14T22:10:05.6068480+01:00,0,0,0,0
505,2025-08-14T22:10:05.6227072+01:00,0,0,0,0
506,2025-08-14T22:10:05.6367616+01:00,0,0,0,0
507,2025-08-14T22:10:05.6518528+01:00,0,0,0,0
508,2025-08-14T22:10:05.6668928+01:00,0,0,0,0
509,2025-08-14T22:10:05.6823936+01:00,0,0,0,0
510,2025-08-14T22:10:05.6969472+01:00,0,0,0,0
511,2025-08-14T22:10:05.7119744+01:00,0,0,0,0
512,2025-08-14T22:10:05.7270400+01:00,0,0,0,0
513,2025-08-14T22:10:05.7425280+01:00,0,0,0,0
514,2025-08-14T22:10:05.7571200+01:00,0,0,0,0
515,2025-08-14T22:10:05.7721728+01:00,0,0,0,0
516,2025-08-14T22:10:05.7876224+01:00,0,0,0,0
517,2025-08-14T22:10:05.8022272+01:00,0,0,0,0
518,2025-08-14T22:10:05.8177280+01:00,0,0,0,0
519,2025-08-14T22:10:05.8323584+01:00,0,0,0,0
520,2025-08-14T22:10:05.8473856+01:00,0,0,0,0
521,2025-08-14T22:10:05.8624256+01:00,0,0,0,0
522,2025-08-14T22:10:05.8775680+01:00,0,0,0,0
523,2025-08-14T22:10:05.8930560+01:00,0,0,0,0
524,2025-08-14T22:10:05.9075456+01:00,0,0,0,0
525,2025-08-14T22:10:05.9225856+01:00,0,0,0,0
526,2025-08-14T22:10:05.9376512+01:00,0,0,0,0
527,2025-08-14T22:10:05.9531904+01:00,0,0,0,0
528,2025-08-14T22:10:05.9677056+01:00,0,0,0,0
529,2025-08-14T22:10:05.9827840+01:00,0,0,0,0
530,2025-08-14T22:10:05.9983744+01:00,0,0,0,0
531,2025-08-14T22:10:06.0129408+01:00,0,0,0,0
532,2025-08-14T22:10:06.0286976+01:00,0,0,0,0
533,2025-08-14T22:10:06.0428928+01:00,0,0,0,0
534,2025-08-14T22:10:06.0579584+01:00,0,0,0,0
535,2025-08-14T22:10:06.0730240+01:00,0,0,0,0
536,2025-08-14T22:10:06.0881152+01:00,0,0,0,0
537,2025-08-14T22:10:06.1030784+01:00,0,0,0,0
538,2025-08-14T22:10:06.1181056+01:00,0,0,0,0
539,2025-08-14T22:10:06.1331328+01:00,0,0,0,0
540,2025-08-14T22:10:06.1487360+01:00,0,0,0,0
541,2025-08-14T22:10:06.1632128+01:00,0,0,0,0
542,2025-08-14T22:10:06.1782784+01:00,0,0,0,0
543,2025-08-14T22:10:06.1933440+01:00,0,0,0,0
544,2025-08-14T22:10:06.2088576+01:00,0,0,0,0
545,2025-08-14T22:10:06.2234112+01:00,0,0,0,0
546,2025-08-14T22:10:06.2384256+01:00,0,0,0,0
547,2025-08-14T22:10:06.2539264+01:00,0,0,0,0
548,2025-08-14T22:10:06.2685440+01:00,0,0,0,0
549,2025-08-14T22:10:06.2839296+01:00,0,0,0,0
550,2025-08-14T22:10:06.2986368+01:00,0,0,0,0
551,2025-08-14T22:10:06.3136384+01:00,0,0,0,0
552,2025-08-14T22:10:06.3287040+01:00,0,0,0,0
553,2025-08-14T22:10:06.3438848+01:00,0,0,0,0
554,2025-08-14T22:10:06.3593728+01:00,0,0,0,0
555,2025-08-14T22:10:06.3738368+01:00,0,0,0,0
556,2025-08-14T22:10:06.3888384+01:00,0,0,0,0
557,2025-08-14T22:10:06.4039552+01:00,0,0,0,0
558,2025-08-14T22:10:06.4194432+01:00,0,0,0,0
559,2025-08-14T22:10:06.4339584+01:00,0,0,0,0
560,2025-08-14T22:10:06.4490880+01:00,0,0,0,0
561,2025-08-14T22:10:06.4645632+01:00,0,0,0,0
562,2025-08-14T22:10:06.4792192+01:00,0,0,0,0
563,2025-08-14T22:10:06.4946304+01:00,0,0,0,0
564,2025-08-14T22:10:06.5091328+01:00,0,0,0,0
565,2025-08-14T22:10:06.5241984+01:00,0,0,0,0
566,2025-08-14T22:10:06.5392384+01:00,0,0,0,0
567,2025-08-14T22:10:06.5543808+01:00,0,0,0,0
568,2025-08-14T22:10:06.5698688+01:00,0,0,0,0
569,2025-08-14T22:10:06.5844608+01:00,0,0,0,0
570,2025-08-14T22:10:06.5994240+01:00,0,0,0,0
571,2025-08-14T22:10:06.6144640+01:00,0,0,0,0
572,2025-08-14T22:10:06.6299136+01:00,0,0,0,0
573,2025-08-14T22:10:06.6445568+01:00,0,0,0,0
574,2025-08-14T22:10:06.6596352+01:00,0,0,0,0
575,2025-08-14T22:10:06.6750720+01:00,0,0,0,0
575,2025-08-14T22:10:06.6750720+01:00,0,0,1,1
576,2025-08-14T22:10:06.6897408+01:00,0,0,1,1
577,2025-08-14T22:10:06.7053568+01:00,0,0,1,1
578,2025-08-14T22:10:06.7199488+01:00,0,0,1,1
579,2025-08-14T22:10:06.7348736+01:00,0,0,1,1
580,2025-08-14T22:10:06.7499520+01:00,0,0,1,1
581,2025-08-14T22:10:06.7650688+01:00,0,0,1,1
582,2025-08-14T22:10:06.7800320+01:00,0,0,1,1
583,2025-08-14T22:10:06.7950976+01:00,0,0,1,1
584,2025-08-14T22:10:06.8101632+01:00,0,0,1,1
585,2025-08-14T22:10:06.8256768+01:00,0,0,1,1
586,2025-08-14T22:10:06.8401792+01:00,0,0,1,1
587,2025-08-14T22:10:06.8552832+01:00,0,0,1,1
588,2025-08-14T22:10:06.8706176+01:00,0,0,1,1
589,2025-08-14T22:10:06.8853120+01:00,0,0,1,1
590,2025-08-14T22:10:06.9012224+01:00,0,0,1,1
591,2025-08-14T22:10:06.9153536+01:00,0,0,1,1
592,2025-08-14T22:10:06.9303936+01:00,0,0,1,1
593,2025-08-14T22:10:06.9454464+01:00,0,0,1,1
594,2025-08-14T22:10:06.9610624+01:00,0,0,1,1
595,2025-08-14T22:10:06.9755008+01:00,0,0,1,1
596,2025-08-14T22:10:06.9905152+01:00,0,0,1,1
597,2025-08-14T22:10:07.0056320+01:00,0,0,1,1
598,2025-08-14T22:10:07.0211840+01:00,0,0,1,1
599,2025-08-14T22:10:07.0356352+01:00,0,0,1,1
600,2025-08-14T22:10:07.0507520+01:00,0,0,1,1
601,2025-08-14T22:10:07.0662784+01:00,0,0,1,1
602,2025-08-14T22:10:07.0807936+01:00,0,0,1,1
603,2025-08-14T22:10:07.0962176+01:00,0,0,1,1
604,2025-08-14T22:10:07.1108864+01:00,0,0,1,1
605,2025-08-14T22:10:07.1259264+01:00,0,0,1,1
606,2025-08-14T22:10:07.1409408+01:00,0,0,1,1
607,2025-08-14T22:10:07.1561344+01:00,0,0,1,1
608,2025-08-14T22:10:07.1716864+01:00,0,0,1,1
609,2025-08-14T22:10:07.1860864+01:00,0,0,1,1
610,2025-08-14T22:10:07.2011392+01:00,0,0,1,1
611,2025-08-14T22:10:07.2162560+01:00,0,0,1,1
612,2025-08-14T22:10:07.2316928+01:00,0,0,1,1
613,2025-08-14T22:10:07.2462592+01:00,0,0,1,1
614,2025-08-14T22:10:07.2614016+01:00,0,0,1,1
615,2025-08-14T22:10:07.2769152+01:00,0,0,1,1
616,2025-08-14T22:10:07.2914560+01:00,0,0,1,1
617,2025-08-14T22:10:07.3074688+01:00,0,0,1,1
618,2025-08-14T22:10:07.3214336+01:00,0,0,1,1
619,2025-08-14T22:10:07.3364864+01:00,0,0,1,1
620,2025-08-14T22:10:07.3515264+01:00,0,0,1,1
621,2025-08-14T22:10:07.3672064+01:00,0,0,1,1
622,2025-08-14T22:10:07.3816192+01:00,0,0,1,1
623,2025-08-14T22:10:07.3966464+01:00,0,0,1,1
624,2025-08-14T22:10:07.4116992+01:00,0,0,1,1
625,2025-08-14T22:10:07.4272896+01:00,0,0,1,1
626,2025-08-14T22:10:07.4417792+01:00,0,0,1,1
627,2025-08-14T22:10:07.4568320+01:00,0,0,1,1
628,2025-08-14T22:10:07.4724352+01:00,0,0,1,1
629,2025-08-14T22:10:07.4869120+01:00,0,0,1,1
630,2025-08-14T22:10:07.5024384+01:00,0,0,1,1
631,2025-08-14T22:10:07.5169792+01:00,0,0,1,1
632,2025-08-14T22:10:07.5320448+01:00,0,0,1,1
633,2025-08-14T22:10:07.5470848+01:00,0,0,1,1
634,2025-08-14T22:10:07.5622144+01:00,0,0,1,1
635,2025-08-14T22:10:07.5777664+01:00,0,0,1,1
636,2025-08-14T22:10:07.5921920+01:00,0,0,1,1
637,2025-08-14T22:10:07.6072448+01:00,0,0,1,1
638,2025-08-14T22:10:07.6223232+01:00,0,0,1,1
639,2025-08-14T22:10:07.6378496+01:00,0,0,1,1
640,2025-08-14T22:10:07.6523520+01:00,0,0,1,1
641,2025-08-14T22:10:07.6674304+01:00,0,0,1,1
641,2025-08-14T22:10:07.6674304+01:00,0,0,0,0
642,2025-08-14T22:10:07.6829440+01:00,0,0,0,0
643,2025-08-14T22:10:07.6976128+01:00,0,0,0,0
644,2025-08-14T22:10:07.7135232+01:00,0,0,0,0
645,2025-08-14T22:10:07.7275648+01:00,0,0,0,0
646,2025-08-14T22:10:07.7425792+01:00,0,0,0,0
647,2025-08-14T22:10:07.7576832+01:00,0,0,0,0
648,2025-08-14T22:10:07.7732864+01:00,0,0,0,0
649,2025-08-14T22:10:07.7877376+01:00,0,0,0,0
650,2025-08-14T22:10:07.8028032+01:00,0,0,0,0
651,2025-08-14T22:10:07.8178048+01:00,0,0,0,0
652,2025-08-14T22:10:07.8333824+01:00,0,0,0,0
653,2025-08-14T22:10:07.8479360+01:00,0,0,0,0
654,2025-08-14T22:10:07.8630016+01:00,0,0,0,0
655,2025-08-14T22:10:07.8784512+01:00,0,0,0,0
656,2025-08-14T22:10:07.8930048+01:00,0,0,0,0
657,2025-08-14T22:10:07.9084672+01:00,0,0,0,0
658,2025-08-14T22:10:07.9231232+01:00,0,0,0,0
659,2025-08-14T22:10:07.9381632+01:00,0,0,0,0
660,2025-08-14T22:10:07.9531904+01:00,0,0,0,0
661,2025-08-14T22:10:07.9683840+01:00,0,0,0,0
662,2025-08-14T22:10:07.9839104+01:00,0,0,0,0
663,2025-08-14T22:10:07.9983616+01:00,0,0,0,0
664,2025-08-14T22:10:08.0133504+01:00,0,0,0,0
665,2025-08-14T22:10:08.0284288+01:00,0,0,0,0
666,2025-08-14T22:10:08.0439936+01:00,0,0,0,0
667,2025-08-14T22:10:08.0584832+01:00,0,0,0,0
668,2025-08-14T22:10:08.0735744+01:00,0,0,0,0
669,2025-08-14T22:10:08.0890240+01:00,0,0,0,0
670,2025-08-14T22:10:08.1037824+01:00,0,0,0,0
671,2025-08-14T22:10:08.1196032+01:00,0,0,0,0
672,2025-08-14T22:10:08.1336576+01:00,0,0,0,0
673,2025-08-14T22:10:08.1487232+01:00,0,0,0,0
674,2025-08-14T22:10:08.1638016+01:00,0,0,0,0
675,2025-08-14T22:10:08.1793280+01:00,0,0,0,0
676,2025-08-14T22:10:08.1938688+01:00,0,0,0,0
677,2025-08-14T22:10:08.2089600+01:00,0,0,0,0
678,2025-08-14T22:10:08.2239232+01:00,0,0,0,0
679,2025-08-14T22:10:08.2394752+01:00,0,0,0,0
680,2025-08-14T22:10:08.2540160+01:00,0,0,0,0
681,2025-08-14T22:10:08.2692224+01:00,0,0,0,0
682,2025-08-14T22:10:08.2845952+01:00,0,0,0,0
683,2025-08-14T22:10:08.2991872+01:00,0,0,0,0
684,2025-08-14T22:10:08.3146112+01:00,0,0,0,0
685,2025-08-14T22:10:08.3292416+01:00,0,0,0,0
686,2025-08-14T22:10:08.3442304+01:00,0,0,0,0
687,2025-08-14T22:10:08.3593216+01:00,0,0,0,0
688,2025-08-14T22:10:08.3744896+01:00,0,0,0,0
689,2025-08-14T22:10:08.3900032+01:00,0,0,0,0
690,2025-08-14T22:10:08.4044416+01:00,0,0,0,0
691,2025-08-14T22:10:08.4194944+01:00,0,0,0,0
692,2025-08-14T22:10:08.4345344+01:00,0,0,0,0
693,2025-08-14T22:10:08.4501120+01:00,0,0,0,0
694,2025-08-14T22:10:08.4646144+01:00,0,0,0,0
695,2025-08-14T22:10:08.4796800+01:00,0,0,0,0
696,2025-08-14T22:10:08.4951168+01:00,0,0,0,0
697,2025-08-14T22:10:08.5098880+01:00,0,0,0,0
698,2025-08-14T22:10:08.5258112+01:00,0,0,0,0
699,2025-08-14T22:10:08.5397888+01:00,0,0,0,0
700,2025-08-14T22:10:08.5548416+01:00,0,0,0,0
701,2025-08-14T22:10:08.5699072+01:00,0,0,0,0
702,2025-08-14T22:10:08.5853696+01:00,0,0,0,0
703,2025-08-14T22:10:08.6000256+01:00,0,0,0,0
704,2025-08-14T22:10:08.6150528+01:00,0,0,0,0
705,2025-08-14T22:10:08.6300416+01:00,0,0,0,0
706,2025-08-14T22:10:08.6454784+01:00,0,0,0,0
707,2025-08-14T22:10:08.6601856+01:00,0,0,0,0
708,2025-08-14T22:10:08.6752128+01:00,0,0,0,0
709,2025-08-14T22:10:08.6906880+01:00,0,0,0,0
710,2025-08-14T22:10:08.7053056+01:00,0,0,0,0
711,2025-08-14T22:10:08.7206784+01:00,0,0,0,0
712,2025-08-14T22:10:08.7353472+01:00,0,0,0,0
713,2025-08-14T22:10:08.7504128+01:00,0,0,0,0
714,2025-08-14T22:10:08.7654656+01:00,0,0,0,0
715,2025-08-14T22:10:08.7805952+01:00,0,0,0,0
716,2025-08-14T22:10:08.7960192+01:00,0,0,0,0
717,2025-08-14T22:10:08.8105600+01:00,0,0,0,0
718,2025-08-14T22:10:08.8255872+01:00,0,0,0,0
719,2025-08-14T22:10:08.8406528+01:00,0,0,0,0
720,2025-08-14T22:10:08.8562176+01:00,0,0,0,0
721,2025-08-14T22:10:08.8706816+01:00,0,0,0,0
722,2025-08-14T22:10:08.8858112+01:00,0,0,0,0
723,2025-08-14T22:10:08.9013120+01:00,0,0,0,0
724,2025-08-14T22:10:08.9159424+01:00,0,0,0,0
725,2025-08-14T22:10:08.9320576+01:00,0,0,0,0
726,2025-08-14T22:10:08.9458816+01:00,0,0,0,0
727,2025-08-14T22:10:08.9609600+01:00,0,0,0,0
728,2025-08-14T22:10:08.9759872+01:00,0,0,0,0
729,2025-08-14T22:10:08.9915392+01:00,0,0,0,0
730,2025-08-14T22:10:09.0060928+01:00,0,0,0,0
731,2025-08-14T22:10:09.0211072+01:00,0,0,0,0
732,2025-08-14T22:10:09.0361600+01:00,0,0,0,0
733,2025-08-14T22:10:09.0517760+01:00,0,0,0,0
734,2025-08-14T22:10:09.0662784+01:00,0,0,0,0
735,2025-08-14T22:10:09.0814208+01:00,0,0,0,0
736,2025-08-14T22:10:09.0968192+01:00,0,0,0,0
737,2025-08-14T22:10:09.1114112+01:00,0,0,0,0
738,2025-08-14T22:10:09.1268096+01:00,0,0,0,0
739,2025-08-14T22:10:09.1414656+01:00,0,0,0,0
740,2025-08-14T22:10:09.1565184+01:00,0,0,0,0
741,2025-08-14T22:10:09.1715840+01:00,0,0,0,0
742,2025-08-14T22:10:09.1866880+01:00,0,0,0,0
743,2025-08-14T22:10:09.2022144+01:00,0,0,0,0
744,2025-08-14T22:10:09.2166656+01:00,0,0,0,0
745,2025-08-14T22:10:09.2317184+01:00,0,0,0,0
746,2025-08-14T22:10:09.2467840+01:00,0,0,0,0
747,2025-08-14T22:10:09.2623488+01:00,0,0,0,0
748,2025-08-14T22:10:09.2768512+01:00,0,0,0,0
749,2025-08-14T22:10:09.2919040+01:00,0,0,0,0
750,2025-08-14T22:10:09.3074944+01:00,0,0,0,0
751,2025-08-14T22:10:09.3220736+01:00,0,0,0,0
752,2025-08-14T22:10:09.3380608+01:00,0,0,0,0
753,2025-08-14T22:10:09.3520256+01:00,0,0,0,0
754,2025-08-14T22:10:09.3670784+01:00,0,0,0,0
755,2025-08-14T22:10:09.3821184+01:00,0,0,0,0
756,2025-08-14T22:10:09.3972480+01:00,0,0,0,0
757,2025-08-14T22:10:09.4121984+01:00,0,0,0,0
758,2025-08-14T22:10:09.4272512+01:00,0,0,0,0
759,2025-08-14T22:10:09.4422656+01:00,0,0,0,0
760,2025-08-14T22:10:09.4581120+01:00,0,0,0,0
761,2025-08-14T22:10:09.4723328+01:00,0,0,0,0
762,2025-08-14T22:10:09.4873856+01:00,0,0,0,0
763,2025-08-14T22:10:09.5024512+01:00,0,0,0,0
764,2025-08-14T22:10:09.5180160+01:00,0,0,0,0
765,2025-08-14T22:10:09.5325568+01:00,0,0,0,0
766,2025-08-14T22:10:09.5476480+01:00,0,0,0,0
767,2025-08-14T22:10:09.5630848+01:00,0,0,0,0
768,2025-08-14T22:10:09.5777024+01:00,0,0,0,0
769,2025-08-14T22:10:09.5931264+01:00,0,0,0,0
770,2025-08-14T22:10:09.6078336+01:00,0,0,0,0
771,2025-08-14T22:10:09.6227968+01:00,0,0,0,0
772,2025-08-14T22:10:09.6378624+01:00,0,0,0,0
773,2025-08-14T22:10:09.6530304+01:00,0,0,0,0
774,2025-08-14T22:10:09.6686336+01:00,0,0,0,0
775,2025-08-14T22:10:09.6830080+01:00,0,0,0,0
776,2025-08-14T22:10:09.6980608+01:00,0,0,0,0
777,2025-08-14T22:10:09.7130880+01:00,0,0,0,0
778,2025-08-14T22:10:09.7286144+01:00,0,0,0,0
779,2025-08-14T22:10:09.7432448+01:00,0,0,0,0
780,2025-08-14T22:10:09.7582208+01:00,0,0,0,0
781,2025-08-14T22:10:09.7736960+01:00,0,0,0,0
782,2025-08-14T22:10:09.7883392+01:00,0,0,0,0
783,2025-08-14T22:10:09.8037632+01:00,0,0,0,0
784,2025-08-14T22:10:09.8182400+01:00,0,0,0,0
785,2025-08-14T22:10:09.8333184+01:00,0,0,0,0
786,2025-08-14T22:10:09.8484864+01:00,0,0,0,0
787,2025-08-14T22:10:09.8634496+01:00,0,0,0,0
788,2025-08-14T22:10:09.8789120+01:00,0,0,0,0
789,2025-08-14T22:10:09.8935552+01:00,0,0,0,0
790,2025-08-14T22:10:09.9085568+01:00,0,0,0,0
791,2025-08-14T22:10:09.9236736+01:00,0,0,0,0
792,2025-08-14T22:10:09.9390848+01:00,0,0,0,0
793,2025-08-14T22:10:09.9536768+01:00,0,0,0,0
794,2025-08-14T22:10:09.9687552+01:00,0,0,0,0
795,2025-08-14T22:10:09.9841920+01:00,0,0,0,0
796,2025-08-14T22:10:09.9989376+01:00,0,0,0,0
797,2025-08-14T22:10:10.0142720+01:00,0,0,0,0
798,2025-08-14T22:10:10.0289280+01:00,0,0,0,0
799,2025-08-14T22:10:10.0441216+01:00,0,0,0,0
800,2025-08-14T22:10:10.0589312+01:00,0,0,0,0
801,2025-08-14T22:10:10.0740224+01:00,0,0,0,0
802,2025-08-14T22:10:10.0894080+01:00,0,0,0,0
803,2025-08-14T22:10:10.1041024+01:00,0,0,0,0
804,2025-08-14T22:10:10.1191680+01:00,0,0,0,0
805,2025-08-14T22:10:10.1341824+01:00,0,0,0,0
806,2025-08-14T22:10:10.1496448+01:00,0,0,0,0
807,2025-08-14T22:10:10.1643264+01:00,0,0,0,0
808,2025-08-14T22:10:10.1793920+01:00,0,0,0,0
809,2025-08-14T22:10:10.1951872+01:00,0,0,0,0
810,2025-08-14T22:10:10.2094208+01:00,0,0,0,0
811,2025-08-14T22:10:10.2244352+01:00,0,0,0,0
812,2025-08-14T22:10:10.2395264+01:00,0,0,0,0
813,2025-08-14T22:10:10.2549760+01:00,0,0,0,0
814,2025-08-14T22:10:10.2696192+01:00,0,0,0,0
815,2025-08-14T22:10:10.2846080+01:00,0,0,0,0
816,2025-08-14T22:10:10.2996480+01:00,0,0,0,0
817,2025-08-14T22:10:10.3152128+01:00,0,0,0,0
818,2025-08-14T22:10:10.3297280+01:00,0,0,0,0
819,2025-08-14T22:10:10.3448832+01:00,0,0,0,0
820,2025-08-14T22:10:10.3602944+01:00,0,0,0,0
821,2025-08-14T22:10:10.3748736+01:00,0,0,0,0
822,2025-08-14T22:10:10.3903232+01:00,0,0,0,0
823,2025-08-14T22:10:10.4049536+01:00,0,0,0,0
824,2025-08-14T22:10:10.4200064+01:00,0,0,0,0
825,2025-08-14T22:10:10.4350592+01:00,0,0,0,0
826,2025-08-14T22:10:10.4501760+01:00,0,0,0,0
827,2025-08-14T22:10:10.4657024+01:00,0,0,0,0
828,2025-08-14T22:10:10.4801408+01:00,0,0,0,0
829,2025-08-14T22:10:10.4951680+01:00,0,0,0,0
830,2025-08-14T22:10:10.5102848+01:00,0,0,0,0
831,2025-08-14T22:10:10.5258368+01:00,0,0,0,0
832,2025-08-14T22:10:10.5403136+01:00,0,0,0,0
833,2025-08-14T22:10:10.5553792+01:00,0,0,0,0
834,2025-08-14T22:10:10.5708544+01:00,0,0,0,0
835,2025-08-14T22:10:10.5855232+01:00,0,0,0,0
836,2025-08-14T22:10:10.6014976+01:00,0,0,0,0
837,2025-08-14T22:10:10.6155008+01:00,0,0,0,0
838,2025-08-14T22:10:10.6305792+01:00,0,0,0,0
839,2025-08-14T22:10:10.6456320+01:00,0,0,0,0
840,2025-08-14T22:10:10.6612992+01:00,0,0,0,0
841,2025-08-14T22:10:10.6756608+01:00,0,0,0,0
842,2025-08-14T22:10:10.6907520+01:00,0,0,0,0
843,2025-08-14T22:10:10.7058176+01:00,0,0,0,0
844,2025-08-14T22:10:10.7213952+01:00,0,0,0,0
845,2025-08-14T22:10:10.7359872+01:00,0,0,0,0
846,2025-08-14T22:10:10.7508992+01:00,0,0,0,0
847,2025-08-14T22:10:10.7664640+01:00,0,0,0,0
848,2025-08-14T22:10:10.7809920+01:00,0,0,0,0
849,2025-08-14T22:10:10.7968256+01:00,0,0,0,0
850,2025-08-14T22:10:10.8110720+01:00,0,0,0,0
851,2025-08-14T22:10:10.8261376+01:00,0,0,0,0
852,2025-08-14T22:10:10.8411520+01:00,0,0,0,0
853,2025-08-14T22:10:10.8562944+01:00,0,0,0,0
854,2025-08-14T22:10:10.8718592+01:00,0,0,0,0
855,2025-08-14T22:10:10.8862592+01:00,0,0,0,0
856,2025-08-14T22:10:10.9012864+01:00,0,0,0,0
857,2025-08-14T22:10:10.9164288+01:00,0,0,0,0
858,2025-08-14T22:10:10.9319680+01:00,0,0,0,0
859,2025-08-14T22:10:10.9465600+01:00,0,0,0,0
860,2025-08-14T22:10:10.9618944+01:00,0,0,0,0
861,2025-08-14T22:10:10.9777920+01:00,0,0,0,0
862,2025-08-14T22:10:10.9916416+01:00,0,0,0,0
863,2025-08-14T22:10:11.0076544+01:00,0,0,0,0
864,2025-08-14T22:10:11.0216320+01:00,0,0,0,0
865,2025-08-14T22:10:11.0367104+01:00,0,0,0,0
866,2025-08-14T22:10:11.0516864+01:00,0,0,0,0
867,2025-08-14T22:10:11.0673408+01:00,0,0,0,0
868,2025-08-14T22:10:11.0818944+01:00,0,0,0,0
869,2025-08-14T22:10:11.0968576+01:00,0,0,0,0
870,2025-08-14T22:10:11.1118848+01:00,0,0,0,0
871,2025-08-14T22:10:11.1275008+01:00,0,0,0,0
872,2025-08-14T22:10:11.1419392+01:00,0,0,0,0
873,2025-08-14T22:10:11.1570176+01:00,0,0,0,0
874,2025-08-14T22:10:11.1725312+01:00,0,0,0,0
875,2025-08-14T22:10:11.1870848+01:00,0,0,0,0
876,2025-08-14T22:10:11.2024960+01:00,0,0,0,0
877,2025-08-14T22:10:11.2171648+01:00,0,0,0,0
878,2025-08-14T22:10:11.2322432+01:00,0,0,0,0
879,2025-08-14T22:10:11.2472704+01:00,0,0,0,0
880,2025-08-14T22:10:11.2623872+01:00,0,0,0,0
881,2025-08-14T22:10:11.2779648+01:00,0,0,0,0
882,2025-08-14T22:10:11.2923648+01:00,0,0,0,0
883,2025-08-14T22:10:11.3075072+01:00,0,0,0,0
884,2025-08-14T22:10:11.3224832+01:00,0,0,0,0
885,2025-08-14T22:10:11.3380736+01:00,0,0,0,0
886,2025-08-14T22:10:11.3525248+01:00,0,0,0,0
